CTLabel,BoroCode,BoroName,CT2010,BoroCT2010,CDEligibil,NTACode,NTAName,PUMA,Shape_Leng,Shape_Area,fullCT,vouchers2012,vouchers2013,vouchers2014,vouchers2015
520,3,Brooklyn,052000,3052000,E,BK42,Flatbush,4015,6972.937631,2056594.47538,36047052000,28,24,24,24
526,3,Brooklyn,052600,3052600,I,BK42,Flatbush,4015,6736.724751,1823527.06385,36047052600,86,80,75,72
528,3,Brooklyn,052800,3052800,I,BK42,Flatbush,4015,7275.902278,1891640.2224,36047052800,4,5,5,5
530,3,Brooklyn,053000,3053000,E,BK43,Midwood,4015,5637.114227,1861290.05416,36047053000,78,70,71,67
531,3,Brooklyn,053100,3053100,E,BK75,Bedford,4003,5569.477691,1741767.28075,36047053100,515,532,515,505
532,3,Brooklyn,053200,3053200,I,BK43,Midwood,4015,6887.340455,1876179.00988,36047053200,12,11,10,9
533,3,Brooklyn,053300,3053300,E,BK72,Williamsburg,4001,6035.102719,2078811.9484,36047053300,343,329,323,308
534,3,Brooklyn,053400,3053400,E,BK43,Midwood,4015,5639.951384,1866105.77226,36047053400,39,34,138,128
538,3,Brooklyn,053800,3053800,E,BK43,Midwood,4015,5802.058584,1770108.61532,36047053800,225,207,186,174
542,3,Brooklyn,054200,3054200,E,BK43,Midwood,4015,5962.813577,2036089.77011,36047054200,123,118,112,109
544,3,Brooklyn,054400,3054400,E,BK43,Midwood,4015,5970.775436,2045270.6111,36047054400,80,77,79,75
550,3,Brooklyn,055000,3055000,E,BK44,Madison,4016,5722.060885,1937232.77134,36047055000,148,137,144,130
552,3,Brooklyn,055200,3055200,E,BK44,Madison,4016,5520.894729,1805017.3999,36047055200,127,125,115,117
553,3,Brooklyn,055300,3055300,E,BK73,North Side-South Side,4001,5513.594409,1681865.79691,36047055300,14,15,15,16
558,3,Brooklyn,055800,3055800,E,BK44,Madison,4016,5599.344792,1847310.15792,36047055800,68,99,83,65
560,3,Brooklyn,056000,3056000,E,BK44,Madison,4016,5761.259478,1988439.59431,36047056000,201,246,189,180
562,3,Brooklyn,056200,3056200,I,BK44,Madison,4016,5590.084972,1838820.87392,36047056200,5,-1,,
564,3,Brooklyn,056400,3056400,I,BK44,Madison,4016,6411.192904,1972387.64179,36047056400,2,1,1,1
565,3,Brooklyn,056500,3056500,I,BK76,Greenpoint,4001,6837.324594,2561007.91767,36047056500,3,3,3,3
566,3,Brooklyn,056600,3056600,I,BK44,Madison,4016,5577.840035,1846300.40092,36047056600,63,61,61,55
568,3,Brooklyn,056800,3056800,I,BK44,Madison,4016,5221.452802,1267976.13645,36047056800,2,1,2,1
569,3,Brooklyn,056900,3056900,I,BK76,Greenpoint,4001,5735.062634,1376243.88725,36047056900,1,1,1,1
570,3,Brooklyn,057000,3057000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8653.416235,2824696.88855,36047057000,2,2,1,1
571,3,Brooklyn,057100,3057100,E,BK76,Greenpoint,4001,5516.210534,1892836.35259,36047057100,1,1,1,1
572,3,Brooklyn,057200,3057200,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6491.895195,2622725.1655,36047057200,7,5,,
573,3,Brooklyn,057300,3057300,I,BK76,Greenpoint,4001,5625.868599,1831149.52307,36047057300,1,1,,
574,3,Brooklyn,057400,3057400,I,BK44,Madison,4016,6539.238886,1713577.62879,36047057400,4,4,6,4
576,3,Brooklyn,057600,3057600,I,BK44,Madison,4016,5342.001098,1707334.54427,36047057600,17,18,14,13
578,3,Brooklyn,057800,3057800,I,BK44,Madison,4016,5522.413912,1853782.13323,36047057800,51,44,46,45
580,3,Brooklyn,058000,3058000,E,BK44,Madison,4016,5340.45621,1707766.25502,36047058000,39,38,49,44
586,3,Brooklyn,058600,3058600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5442.139455,1759616.26034,36047058600,40,26,17,25
591,3,Brooklyn,059100,3059100,E,BK76,Greenpoint,4001,5916.284007,2060784.3299,36047059100,7,5,6,6
592,3,Brooklyn,059200,3059200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8185.09612,2360097.74886,36047059200,219,148,59,55
593,3,Brooklyn,059300,3059300,E,BK76,Greenpoint,4001,6059.94116,2023694.83562,36047059300,5,4,4,4
594.01,3,Brooklyn,059401,3059401,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9659.798155,4528015.90674,36047059401,118,109,180,174
594.02,3,Brooklyn,059402,3059402,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,8094.774044,3470556.20507,36047059402,33,25,29,23
596,3,Brooklyn,059600,3059600,E,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,6850.705576,1863185.13788,36047059600,50,47,47,47
600,3,Brooklyn,060000,3060000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,9650.320534,4732242.74059,36047060000,42,40,41,39
612,3,Brooklyn,061200,3061200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,7177.851349,2131583.45861,36047061200,3,3,3,3
632,3,Brooklyn,063200,3063200,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,5753.22714,1264075.70289,36047063200,1,1,1,1
636,3,Brooklyn,063600,3063600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5230.945403,1230571.83232,36047063600,3,-1,,1
638,3,Brooklyn,063800,3063800,I,BK44,Madison,4016,8403.549886,1498401.08435,36047063800,1,1,1,1
640,3,Brooklyn,064000,3064000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5734.951869,1651211.88399,36047064000,-1,-1,,1
646,3,Brooklyn,064600,3064600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5619.588955,1782721.28308,36047064600,1,3,1,1
648,3,Brooklyn,064800,3064800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5217.264794,1631120.82222,36047064800,6,5,5,5
650,3,Brooklyn,065000,3065000,I,BK58,Flatlands,4009,5765.937559,1789145.95104,36047065000,6,4,5,5
652,3,Brooklyn,065200,3065200,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6302.37444,1875210.18523,36047065200,4,4,2,2
654,3,Brooklyn,065400,3065400,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6780.003081,1631231.59855,36047065400,5,4,3,3
656,3,Brooklyn,065600,3065600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5236.660793,1653143.99275,36047065600,2,1,1,1
658,3,Brooklyn,065800,3065800,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6272.716224,1650702.20312,36047065800,8,8,5,4
660,3,Brooklyn,066000,3066000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,5223.596892,1639605.45673,36047066000,17,15,1,1
670,3,Brooklyn,067000,3067000,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6204.720557,2244629.28636,36047067000,16,13,13,11
672,3,Brooklyn,067200,3067200,I,BK58,Flatlands,4009,8351.807821,1876487.98873,36047067200,7,8,6,5
674,3,Brooklyn,067400,3067400,I,BK58,Flatlands,4009,7270.497882,2039940.89489,36047067400,13,14,13,13
676,3,Brooklyn,067600,3067600,I,BK58,Flatlands,4009,6353.535035,1672665.70497,36047067600,3,3,2,2
678,3,Brooklyn,067800,3067800,I,BK58,Flatlands,4009,5416.415398,1789096.27985,36047067800,17,16,15,14
680,3,Brooklyn,068000,3068000,I,BK58,Flatlands,4009,5527.063945,1817783.46611,36047068000,7,6,6,6
682,3,Brooklyn,068200,3068200,I,BK58,Flatlands,4009,6486.696529,2176848.58885,36047068200,6,4,6,5
686,3,Brooklyn,068600,3068600,I,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,4009,6255.090622,1592924.52679,36047068600,1,1,1,1
688,3,Brooklyn,068800,3068800,I,BK58,Flatlands,4009,5544.892821,1686416.93825,36047068800,6,6,3,3
690,3,Brooklyn,069000,3069000,I,BK58,Flatlands,4009,6663.143816,1861629.05937,36047069000,10,7,4,4
692,3,Brooklyn,069200,3069200,I,BK58,Flatlands,4009,6487.948554,1952887.7186,36047069200,9,12,11,9
728,3,Brooklyn,072800,3072800,I,BK58,Flatlands,4009,7568.728376,2282665.34479,36047072800,8,9,8,9
734,3,Brooklyn,073400,3073400,I,BK58,Flatlands,4009,5187.844559,1626697.94052,36047073400,2,3,3,4
736,3,Brooklyn,073600,3073600,E,BK58,Flatlands,4009,5936.261853,1922085.8497,36047073600,12,11,18,16
738,3,Brooklyn,073800,3073800,I,BK58,Flatlands,4009,5801.495222,1944417.12617,36047073800,46,40,45,40
740,3,Brooklyn,074000,3074000,I,BK58,Flatlands,4009,5614.879201,1747894.60116,36047074000,13,12,15,15
742,3,Brooklyn,074200,3074200,I,BK58,Flatlands,4009,5663.839853,1876115.5452,36047074200,17,17,20,21
744,3,Brooklyn,074400,3074400,I,BK58,Flatlands,4009,5612.220413,1844716.48309,36047074400,12,11,10,10
746,3,Brooklyn,074600,3074600,I,BK58,Flatlands,4009,7730.189302,2159993.82848,36047074600,7,31,8,5
748,3,Brooklyn,074800,3074800,I,BK43,Midwood,4015,5679.863624,1900351.9981,36047074800,16,15,13,13
750,3,Brooklyn,075000,3075000,E,BK43,Midwood,4015,5639.078726,1866699.15024,36047075000,38,35,51,48
752,3,Brooklyn,075200,3075200,I,BK43,Midwood,4015,5638.878715,1864085.12127,36047075200,-1,-1,,
754,3,Brooklyn,075400,3075400,I,BK43,Midwood,4015,5639.972181,1867167.79571,36047075400,-1,-1,1,1
756,3,Brooklyn,075600,3075600,I,BK43,Midwood,4015,5582.965047,1867819.33068,36047075600,1,19,4,2
760,3,Brooklyn,076000,3076000,I,BK43,Midwood,4015,6345.003304,1954536.39529,36047076000,125,115,121,122
762,3,Brooklyn,076200,3076200,E,BK43,Midwood,4015,5822.844403,2024074.61677,36047076200,125,121,142,134
764,3,Brooklyn,076400,3076400,I,BK42,Flatbush,4015,7034.140418,1740194.68647,36047076400,56,53,22,23
768,3,Brooklyn,076800,3076800,E,BK43,Midwood,4015,9001.209896,3265655.28623,36047076800,75,73,61,58
774,3,Brooklyn,077400,3077400,I,BK42,Flatbush,4015,7821.411124,1596705.15756,36047077400,79,16,16,17
784,3,Brooklyn,078400,3078400,I,BK91,East Flatbush-Farragut,4010,5509.694394,1801875.97083,36047078400,10,10,10,8
790,3,Brooklyn,079000,3079000,E,BK95,Erasmus,4010,5950.853444,1965032.15642,36047079000,57,57,63,59
792,3,Brooklyn,079200,3079200,E,BK95,Erasmus,4010,6106.756505,2332263.87048,36047079200,82,83,88,85
796.01,3,Brooklyn,079601,3079601,E,BK60,Prospect Lefferts Gardens-Wingate,4011,4382.684861,1188358.7506,36047079601,45,39,33,30
800,3,Brooklyn,080000,3080000,I,BK60,Prospect Lefferts Gardens-Wingate,4011,5625.230504,1869357.37386,36047080000,25,21,31,39
804,3,Brooklyn,080400,3080400,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6685.941426,2042543.22398,36047080400,63,50,48,35
806,3,Brooklyn,080600,3080600,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6017.656862,1790089.36196,36047080600,28,26,22,21
810,3,Brooklyn,081000,3081000,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6573.868385,1748352.195,36047081000,23,20,17,179
814,3,Brooklyn,081400,3081400,I,BK91,East Flatbush-Farragut,4010,5579.355924,1831958.59149,36047081400,20,22,25,25
818,3,Brooklyn,081800,3081800,E,BK95,Erasmus,4010,5542.998743,1699559.95506,36047081800,24,27,24,23
824,3,Brooklyn,082400,3082400,E,BK95,Erasmus,4010,6085.946919,2307258.41629,36047082400,57,44,41,38
832,3,Brooklyn,083200,3083200,I,BK91,East Flatbush-Farragut,4010,5511.624043,1566888.33677,36047083200,8,8,7,6
836,3,Brooklyn,083600,3083600,I,BK91,East Flatbush-Farragut,4010,6026.388951,2240975.5352,36047083600,17,16,13,10
838,3,Brooklyn,083800,3083800,I,BK91,East Flatbush-Farragut,4010,5510.798765,1796855.89198,36047083800,4,4,10,9
840,3,Brooklyn,084000,3084000,I,BK91,East Flatbush-Farragut,4010,5550.282711,1830663.38163,36047084000,28,28,33,34
846,3,Brooklyn,084600,3084600,I,BK96,Rugby-Remsen Village,4010,5454.284446,1778802.69653,36047084600,9,11,9,7
848,3,Brooklyn,084800,3084800,I,BK96,Rugby-Remsen Village,4010,4899.596749,1479845.46627,36047084800,9,10,6,4
850,3,Brooklyn,085000,3085000,I,BK91,East Flatbush-Farragut,4010,7007.33743,1556707.78381,36047085000,6,5,4,3
856,3,Brooklyn,085600,3085600,E,BK91,East Flatbush-Farragut,4010,6257.941912,1707739.55189,36047085600,27,31,27,25
860,3,Brooklyn,086000,3086000,E,BK91,East Flatbush-Farragut,4010,5829.769732,1873858.606,36047086000,16,20,20,21
862,3,Brooklyn,086200,3086200,E,BK96,Rugby-Remsen Village,4010,4925.087366,1508724.5117,36047086200,32,29,22,21
864,3,Brooklyn,086400,3086400,I,BK96,Rugby-Remsen Village,4010,5386.181926,1621224.16549,36047086400,10,11,12,13
866,3,Brooklyn,086600,3086600,E,BK96,Rugby-Remsen Village,4010,7518.421482,1684237.12718,36047086600,43,34,34,25
868,3,Brooklyn,086800,3086800,E,BK96,Rugby-Remsen Village,4010,5606.519521,1879388.24818,36047086800,35,36,35,32
870,3,Brooklyn,087000,3087000,E,BK91,East Flatbush-Farragut,4010,5647.036224,1676352.31556,36047087000,31,36,33,33
872,3,Brooklyn,087200,3087200,I,BK91,East Flatbush-Farragut,4010,5610.189234,1584291.03694,36047087200,16,17,15,12
874.01,3,Brooklyn,087401,3087401,E,BK60,Prospect Lefferts Gardens-Wingate,4011,5379.980032,1405606.82422,36047087401,34,29,33,33
878,3,Brooklyn,087800,3087800,E,BK60,Prospect Lefferts Gardens-Wingate,4011,6146.794989,1629552.99856,36047087800,13,10,10,12
882,3,Brooklyn,088200,3088200,E,BK96,Rugby-Remsen Village,4010,8734.805711,2188027.80674,36047088200,192,180,174,163
884,3,Brooklyn,088400,3088400,E,BK96,Rugby-Remsen Village,4010,6494.430087,1797773.03086,36047088400,86,77,79,77
886,3,Brooklyn,088600,3088600,E,BK96,Rugby-Remsen Village,4010,6397.294611,1934361.74368,36047088600,49,47,47,41
888,3,Brooklyn,088800,3088800,E,BK96,Rugby-Remsen Village,4010,6440.922251,2166799.52098,36047088800,48,47,49,45
890,3,Brooklyn,089000,3089000,E,BK96,Rugby-Remsen Village,4010,9452.909696,2672111.33626,36047089000,106,97,89,85
894,3,Brooklyn,089400,3089400,E,BK81,Brownsville,4007,6291.046025,1853454.0893,36047089400,83,80,75,74
896,3,Brooklyn,089600,3089600,E,BK81,Brownsville,4007,5646.716978,1605933.94523,36047089600,150,164,174,165
898,3,Brooklyn,089800,3089800,E,BK81,Brownsville,4007,5546.683531,1661400.07991,36047089800,61,57,66,59
902,3,Brooklyn,090200,3090200,E,BK81,Brownsville,4007,6035.680233,2051102.87367,36047090200,17,15,18,18
906,3,Brooklyn,090600,3090600,E,BK81,Brownsville,4007,6160.4634,2107747.33884,36047090600,55,47,44,40
916,3,Brooklyn,091600,3091600,E,BK81,Brownsville,4007,6785.204471,2321085.57146,36047091600,125,242,312,279
918,3,Brooklyn,091800,3091800,E,BK81,Brownsville,4007,6504.836893,2256021.13527,36047091800,5,3,3,1
920,3,Brooklyn,092000,3092000,E,BK81,Brownsville,4007,6706.177055,2555478.21441,36047092000,302,306,308,308
922,3,Brooklyn,092200,3092200,E,BK81,Brownsville,4007,7713.689679,1743529.68061,36047092200,54,48,49,41
924,3,Brooklyn,092400,3092400,E,BK81,Brownsville,4007,8447.4214,2709111.04707,36047092400,109,102,109,111
928,3,Brooklyn,092800,3092800,I,BK96,Rugby-Remsen Village,4010,5286.460687,1692107.98453,36047092800,21,23,33,31
930,3,Brooklyn,093000,3093000,I,BK96,Rugby-Remsen Village,4010,6635.848345,2090418.90114,36047093000,7,7,7,8
938,3,Brooklyn,093800,3093800,E,BK96,Rugby-Remsen Village,4010,5280.362743,1411460.03044,36047093800,35,37,38,37
954,3,Brooklyn,095400,3095400,I,BK50,Canarsie,4009,6931.218491,2551621.26023,36047095400,29,25,22,21
956,3,Brooklyn,095600,3095600,I,BK50,Canarsie,4009,8009.771405,2557409.13569,36047095600,33,31,30,29
958,3,Brooklyn,095800,3095800,I,BK50,Canarsie,4009,6859.008734,2523068.0848,36047095800,25,24,24,24
964,3,Brooklyn,096400,3096400,E,BK50,Canarsie,4009,5517.262767,1900792.30036,36047096400,30,22,18,17
966,3,Brooklyn,096600,3096600,I,BK50,Canarsie,4009,6518.291292,1950813.69815,36047096600,16,14,12,12
968,3,Brooklyn,096800,3096800,I,BK50,Canarsie,4009,5097.840527,1603786.87135,36047096800,13,13,12,13
970,3,Brooklyn,097000,3097000,I,BK50,Canarsie,4009,5377.961116,1759315.57574,36047097000,13,7,10,10
984,3,Brooklyn,098400,3098400,I,BK50,Canarsie,4009,4686.586215,1214786.69088,36047098400,4,4,2,3
986,3,Brooklyn,098600,3098600,I,BK50,Canarsie,4009,5278.877116,1677791.55349,36047098600,19,15,15,13
988,3,Brooklyn,098800,3098800,I,BK50,Canarsie,4009,5359.321707,1743253.15063,36047098800,16,17,16,14
990,3,Brooklyn,099000,3099000,I,BK50,Canarsie,4009,5378.754029,1762100.33175,36047099000,7,9,11,11
992,3,Brooklyn,099200,3099200,I,BK50,Canarsie,4009,5262.824766,1448961.10688,36047099200,6,6,9,10
994,3,Brooklyn,099400,3099400,I,BK50,Canarsie,4009,5763.484843,1872516.86518,36047099400,13,11,11,12
996,3,Brooklyn,099600,3099600,I,BK50,Canarsie,4009,5666.142206,2041897.34687,36047099600,16,10,15,14
1004,3,Brooklyn,100400,3100400,I,BK50,Canarsie,4009,4996.868566,1421504.1988,36047100400,14,11,13,12
1006,3,Brooklyn,100600,3100600,I,BK50,Canarsie,4009,5220.149814,1637144.15763,36047100600,23,20,21,17
1008,3,Brooklyn,100800,3100800,E,BK50,Canarsie,4009,5432.52851,1602833.03335,36047100800,12,10,10,7
1010,3,Brooklyn,101000,3101000,I,BK50,Canarsie,4009,5605.215519,1844400.82811,36047101000,17,23,25,22
1012,3,Brooklyn,101200,3101200,E,BK50,Canarsie,4009,5338.621029,1730638.62396,36047101200,15,12,13,12
1014,3,Brooklyn,101400,3101400,I,BK50,Canarsie,4009,5259.876992,1668038.31559,36047101400,4,3,5,4
1016,3,Brooklyn,101600,3101600,I,BK50,Canarsie,4009,4674.608494,1210060.37148,36047101600,2,1,5,4
1018,3,Brooklyn,101800,3101800,I,BK50,Canarsie,4009,14375.581361,2623263.49855,36047101800,1,1,,2
1020,3,Brooklyn,102000,3102000,I,BK50,Canarsie,4009,5294.223181,1690994.84795,36047102000,11,9,8,8
1024,3,Brooklyn,102400,3102400,I,BK50,Canarsie,4009,5452.825317,1540219.43155,36047102400,15,10,3,3
1026,3,Brooklyn,102600,3102600,I,BK50,Canarsie,4009,5343.140587,1462012.23698,36047102600,15,15,10,8
1110,3,Brooklyn,111000,3111000,E,BK82,East New York,4008,4637.069015,1326238.79563,36047111000,185,213,197,309
1120,3,Brooklyn,112000,3112000,E,BK82,East New York,4008,5493.043248,1861924.20294,36047112000,85,84,92,97
1122,3,Brooklyn,112200,3112200,E,BK85,East New York (Pennsylvania Ave),4007,5931.016912,1747124.26893,36047112200,133,130,135,118
1124,3,Brooklyn,112400,3112400,E,BK82,East New York,4008,5874.918431,1914338.70458,36047112400,164,158,163,142
1126,3,Brooklyn,112600,3112600,E,BK85,East New York (Pennsylvania Ave),4007,5460.421257,1813472.17504,36047112600,129,126,120,120
1128,3,Brooklyn,112800,3112800,E,BK85,East New York (Pennsylvania Ave),4007,5742.492678,1982798.08404,36047112800,130,122,126,133
1130,3,Brooklyn,113000,3113000,E,BK85,East New York (Pennsylvania Ave),4007,7587.901797,2086280.51053,36047113000,87,85,92,92
1134,3,Brooklyn,113400,3113400,E,BK85,East New York (Pennsylvania Ave),4007,5266.485037,1651198.36538,36047113400,95,99,110,141
1146,3,Brooklyn,114600,3114600,E,BK83,Cypress Hills-City Line,4008,5921.102177,1723239.68382,36047114600,82,82,87,77
1150,3,Brooklyn,115000,3115000,E,BK82,East New York,4008,5234.745012,1703334.24151,36047115000,103,95,96,93
1152,3,Brooklyn,115200,3115200,E,BK82,East New York,4008,5358.559601,1788251.79521,36047115200,92,95,107,102
1156,3,Brooklyn,115600,3115600,E,BK85,East New York (Pennsylvania Ave),4007,5354.677995,1720940.11007,36047115600,74,72,75,83
1158,3,Brooklyn,115800,3115800,E,BK85,East New York (Pennsylvania Ave),4007,5290.733504,1668175.77455,36047115800,98,92,88,85
1160,3,Brooklyn,116000,3116000,E,BK82,East New York,4008,5240.898039,1629832.72136,36047116000,37,42,39,38
1162,3,Brooklyn,116200,3116200,E,BK82,East New York,4008,5134.956843,1543810.2421,36047116200,26,31,29,31
1164,3,Brooklyn,116400,3116400,E,BK82,East New York,4008,5646.04795,1954432.59796,36047116400,78,75,72,69
1166,3,Brooklyn,116600,3116600,E,BK82,East New York,4008,5251.282431,1715706.34764,36047116600,121,118,112,107
1168,3,Brooklyn,116800,3116800,E,BK82,East New York,4008,5447.927978,1549346.28778,36047116800,48,44,50,45
1170,3,Brooklyn,117000,3117000,E,BK82,East New York,4008,5331.20046,1653944.01954,36047117000,45,46,60,60
1172.01,3,Brooklyn,117201,3117201,E,BK83,Cypress Hills-City Line,4008,5149.182118,1390018.1905,36047117201,63,61,57,60
1172.02,3,Brooklyn,117202,3117202,E,BK83,Cypress Hills-City Line,4008,5193.718509,1634622.19974,36047117202,115,111,112,105
1192,3,Brooklyn,119200,3119200,E,BK82,East New York,4008,6322.103566,2426609.84598,36047119200,134,122,128,126
1194,3,Brooklyn,119400,3119400,E,BK82,East New York,4008,5622.863765,1964535.92004,36047119400,133,144,145,134
16,2,Bronx,001600,2001600,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,9671.306282,5221332.29582,36005001600,136,129,124,122
27.01,2,Bronx,002701,2002701,E,BX39,Mott Haven-Port Morris,3710,4113.174278,877836.876769,36005002701,51,46,49,54
33,2,Bronx,003300,2003300,E,BX39,Mott Haven-Port Morris,3710,5957.06707,1639977.74021,36005003300,376,411,433,438
35,2,Bronx,003500,2003500,E,BX39,Mott Haven-Port Morris,3710,5804.923408,1525330.72751,36005003500,128,133,135,129
37,2,Bronx,003700,2003700,E,BX39,Mott Haven-Port Morris,3710,5545.814158,1787327.10231,36005003700,21,21,20,21
38,2,Bronx,003800,2003800,E,BX09,Soundview-Castle Hill-Clason Point-Harding Park,3709,3473.805854,682166.209681,36005003800,32,34,33,33
40.01,2,Bronx,004001,2004001,E,BX55,Soundview-Bruckner,3709,4916.715728,1325276.21608,36005004001,38,38,37,32
44,2,Bronx,004400,2004400,E,BX55,Soundview-Bruckner,3709,8675.983418,2884624.05826,36005004400,17,15,18,18
48,2,Bronx,004800,2004800,E,BX55,Soundview-Bruckner,3709,5406.982299,1568167.5336,36005004800,146,142,152,142
50.02,2,Bronx,005002,2005002,E,BX55,Soundview-Bruckner,3709,4539.789538,1226231.22419,36005005002,250,237,234,229
68,2,Bronx,006800,2006800,E,BX55,Soundview-Bruckner,3709,5612.229443,1692236.92018,36005006800,152,142,141,153
